MalePatients,FemalePatients,ColonCancerPatients,ThroatCancerPatients,SkinCancerPatients,CancerConditions
119,173,45,39,38,Progressing
367,135,16,26,21,Remission
339,92,33,26,23,Progressing
136,89,49,18,46,Progressing
419,352,47,9,10,Progressing
411,218,,,45,Remission
105,,41,45,5,Progressing
162,69,27,5,26,Remission
62,158,47,,9,Stable
489,,34,8,38,Progressing
67,293,,26,9,Remission
231,,26,,45,Stable
162,329,21,5,25,Progressing
278,277,23,32,36,Stable
220,,1,20,32,Progressing
,94,30,45,7,Remission
238,435,21,37,48,Progressing
475,77,0,43,27,Progressing
128,203,13,16,47,Remission
195,72,24,30,35,Remission
,256,35,,39,Remission
231,469,35,10,24,Progressing
335,140,40,,35,Stable
299,439,2,4,12,Remission
403,,4,11,6,Stable
363,408,0,2,0,Remission
245,87,18,40,8,Remission
372,468,32,37,27,Progressing
120,277,41,1,,Remission
,251,29,25,45,Stable
195,399,11,1,,Progressing
155,358,9,11,8,Remission
312,303,33,39,29,Stable
345,87,15,1,34,Progressing
119,270,39,40,46,Stable
242,,45,15,26,Progressing
117,92,28,29,28,Progressing
354,408,14,,,Progressing
,163,47,45,0,Remission
419,309,10,35,42,Progressing
412,54,43,,4,Remission
334,117,33,10,,Remission
454,277,35,23,16,Remission
383,172,29,17,48,Remission
,222,34,26,36,Progressing
300,385,8,36,23,Remission
480,202,17,1,26,Stable
381,316,18,14,8,Stable
347,206,38,10,37,Progressing
484,211,3,26,,Remission
233,263,,,,Stable
228,447,32,47,10,Stable
247,425,31,,,Remission
,457,15,22,32,Remission
69,492,10,34,,Progressing
460,472,21,29,5,Stable
471,75,35,46,34,Progressing
377,,49,23,15,Stable
114,341,22,18,12,Remission
231,472,25,28,43,Stable
290,238,30,12,10,Stable
,449,28,47,22,Stable
73,171,4,22,1,Remission
,279,37,11,29,Remission
480,,,48,18,Stable
132,145,33,47,39,Stable
,311,11,40,44,Remission
234,403,21,28,45,Remission
488,361,8,5,46,Remission
365,185,,22,,Stable
148,399,28,30,,Progressing
111,332,43,44,41,Progressing
335,460,28,20,32,Remission
71,169,44,23,43,Progressing
261,479,26,7,40,Stable
175,474,16,43,4,Progressing
462,,4,8,21,Progressing
474,391,44,,26,Progressing
91,195,12,,46,Remission
147,61,41,12,34,Stable
498,136,14,33,18,Remission
80,484,,2,38,Progressing
207,158,17,36,6,Remission
161,472,49,27,38,Stable
451,394,1,,33,Stable
,315,22,49,33,Stable
171,271,42,45,26,Stable
322,123,,33,43,Progressing
343,382,42,14,4,Progressing
447,359,3,7,3,Progressing
256,462,46,47,6,Progressing
159,151,,34,47,Progressing
489,,10,23,2,Remission
327,186,49,36,20,Stable
105,240,47,3,33,Progressing
424,470,,11,48,Stable
452,191,11,18,8,Stable
,406,12,14,19,Progressing
477,122,8,29,39,Progressing
,377,44,44,11,Stable
163,216,37,36,,Stable
,217,,,45,Stable
434,103,42,18,27,Remission
357,308,42,33,47,Remission
,488,9,6,32,Stable
247,160,22,27,9,Remission
470,281,14,27,10,Stable
370,210,44,28,6,Stable
228,401,,36,17,Progressing
,376,,19,18,Stable
268,68,36,10,13,Progressing
326,339,33,,16,Progressing
486,99,,49,22,Stable
65,224,,38,18,Remission
428,,40,41,44,Stable
110,233,46,22,2,Stable
103,234,31,45,33,Remission
217,388,37,19,,Progressing
,356,39,19,40,Remission
385,359,45,10,30,Stable
114,395,4,1,38,Stable
149,130,,,13,Remission
123,423,21,12,36,Remission
241,205,38,40,,Remission
220,324,40,48,19,Progressing
322,332,47,14,31,Remission
426,481,17,30,32,Stable
236,298,27,22,30,Remission
72,196,12,21,,Stable
440,484,,15,4,Progressing
477,56,41,41,3,Progressing
230,206,0,28,10,Remission
376,220,49,,18,Stable
157,118,18,27,37,Progressing
384,143,33,26,,Remission
,418,3,43,26,Progressing
351,412,42,28,28,Remission
255,425,2,4,17,Stable
127,235,40,48,36,Remission
65,441,9,,46,Stable
376,219,27,37,24,Progressing
145,253,33,37,19,Stable
196,91,38,43,5,Stable
51,62,,1,35,Progressing
,203,18,44,48,Stable
483,323,41,19,14,Stable
174,347,45,,17,Remission
130,100,35,,37,Stable
189,418,42,12,24,Remission
,261,2,,19,Stable
199,193,22,34,21,Progressing
337,406,16,45,11,Stable
410,52,6,7,40,Stable
389,,25,27,39,Stable
178,384,42,40,46,Remission
487,305,17,14,32,Progressing
288,147,45,49,28,Progressing
,222,45,7,1,Stable
247,199,5,10,25,Stable
260,328,30,28,31,Remission
,,28,,2,Progressing
439,495,8,46,29,Stable
94,162,34,46,18,Stable
146,373,,,9,Progressing
328,292,11,17,24,Stable
72,359,35,27,45,Stable
459,106,47,11,18,Progressing
440,456,23,11,42,Remission
384,416,9,35,20,Stable
93,109,29,28,5,Stable
,378,28,10,13,Progressing
,,38,5,7,Progressing
146,282,9,20,,Remission
85,104,38,9,17,Remission
,422,,31,21,Stable
104,257,17,46,29,Remission
241,112,40,,35,Remission
268,233,49,16,27,Remission
,360,16,2,,Stable
118,330,10,42,1,Remission
366,75,0,17,35,Remission
179,226,16,9,17,Remission
104,112,35,40,42,Progressing
427,478,35,38,8,Remission
146,122,45,42,27,Remission
385,384,8,7,7,Progressing
,216,44,33,7,Progressing
343,,27,36,4,Stable
168,114,47,40,12,Stable
257,118,32,,6,Progressing
383,489,2,48,20,Stable
462,58,7,9,28,Remission
203,285,49,39,36,Stable
84,247,5,17,44,Remission
128,461,5,,47,Remission
116,222,28,41,13,Remission
392,331,36,40,36,Progressing
462,77,11,35,3,Stable
83,345,,1,21,Stable
146,448,40,18,10,Progressing
218,183,,9,33,Progressing
218,76,18,48,44,Stable
200,87,16,2,15,Progressing
120,245,47,18,8,Progressing
52,252,43,25,15,Remission
,134,31,,38,Remission
81,369,,24,15,Remission
336,79,,,,Progressing
131,148,48,16,30,Progressing
92,,15,9,12,Remission
440,239,20,45,4,Remission
154,61,11,49,46,Stable
50,140,23,10,38,Remission
110,79,33,10,17,Remission
319,262,7,11,19,Stable
229,87,43,39,1,Stable
273,390,20,47,39,Stable
55,109,47,7,,Stable
152,343,7,,9,Progressing
59,409,27,,41,Stable
120,192,15,22,10,Stable
139,451,9,49,28,Progressing
275,229,14,,39,Stable
207,334,3,16,15,Stable
277,161,25,44,47,Stable
454,279,14,4,27,Progressing
175,493,35,2,16,Remission
493,70,31,8,37,Stable
258,194,42,19,49,Stable
146,195,37,,48,Stable
123,490,3,19,43,Stable
164,424,40,18,14,Progressing
240,470,8,20,30,Remission
219,365,34,15,,Stable
356,215,27,32,45,Stable
497,189,36,4,29,Progressing
253,252,46,23,35,Remission
105,293,8,14,48,Remission
257,162,,25,25,Remission
90,250,,,10,Stable
81,434,,,5,Stable
64,363,47,27,41,Stable
111,308,,32,28,Progressing
204,,9,45,27,Progressing
333,496,27,17,14,Progressing
258,454,,17,28,Stable
369,72,,37,5,Stable
236,442,45,32,47,Stable
491,295,22,26,11,Remission
179,388,,48,,Progressing
176,360,15,49,45,Progressing
341,415,29,14,37,Remission
163,421,39,43,8,Remission
248,452,7,12,21,Remission
62,367,16,33,32,Stable
320,136,29,3,25,Remission
138,268,16,34,39,Stable
,472,,,6,Stable
493,405,0,30,45,Progressing
327,76,48,24,31,Remission
496,479,23,39,39,Stable
,339,47,11,42,Stable
123,338,48,11,23,Remission
74,397,24,41,40,Stable
150,272,1,24,38,Stable
225,401,24,,37,Stable
476,227,13,36,,Remission
166,197,38,27,,Stable
215,473,32,42,18,Progressing
90,276,16,8,42,Remission
,400,,13,4,Progressing
393,235,,2,,Progressing
473,464,5,4,24,Progressing
415,343,38,25,29,Stable
169,478,24,40,24,Stable
146,90,37,17,8,Progressing
194,,36,37,26,Progressing
265,442,29,20,,Remission
278,240,33,38,39,Progressing
362,128,17,15,42,Stable
179,254,23,39,37,Progressing
401,,48,22,,Progressing
426,327,26,28,37,Remission
367,321,26,9,25,Progressing
186,81,38,4,29,Remission
373,499,20,10,10,Remission
386,191,18,28,28,Progressing
322,300,38,44,14,Progressing
166,343,22,26,43,Stable
,147,38,33,8,Stable
417,,47,13,41,Remission
143,326,43,40,28,Remission
217,361,46,41,14,Stable
491,351,14,9,16,Remission
252,92,42,41,15,Stable
390,169,1,10,,Remission
198,269,,10,39,Stable
,,19,34,,Stable
232,285,27,18,42,Remission
462,,14,23,10,Remission
201,247,15,0,37,Remission
123,133,32,11,24,Progressing
414,80,46,46,29,Progressing
450,,11,,1,Remission
323,477,38,2,0,Remission
91,,38,44,37,Remission
261,57,42,49,,Remission
150,435,19,31,8,Stable
94,450,28,15,4,Progressing
,101,42,37,49,Remission
66,94,48,9,23,Progressing
122,342,2,16,26,Progressing
63,475,47,48,29,Stable
482,349,,39,14,Remission
,422,1,3,46,Progressing
272,87,22,14,8,Stable
181,404,25,32,45,Remission
387,429,25,38,36,Remission
453,280,,9,29,Progressing
425,311,9,6,48,Stable
425,117,4,32,14,Stable
96,228,46,16,,Stable
156,406,,11,48,Stable
157,468,31,16,24,Remission
314,,41,46,8,Progressing
254,490,30,15,44,Progressing
128,250,21,13,21,Stable
204,,16,2,12,Stable
320,62,19,43,36,Stable
296,492,19,49,27,Progressing
,263,42,29,13,Remission
395,269,7,45,29,Remission
485,335,46,40,38,Stable
,293,33,,4,Remission
266,405,48,25,11,Remission
203,307,22,11,34,Progressing
203,107,37,30,40,Stable
223,85,27,16,41,Remission
141,377,12,36,0,Stable
482,478,28,7,45,Stable
387,442,7,18,0,Remission
,431,10,25,,Progressing
180,242,46,3,,Remission
,382,44,14,,Progressing
,99,17,46,33,Remission
324,81,49,13,33,Stable
322,147,24,29,23,Progressing
466,92,48,47,27,Progressing
125,430,21,41,10,Stable
226,400,44,23,7,Remission
233,383,34,45,,Progressing
368,359,28,42,40,Remission
180,96,20,33,15,Remission
412,319,,,15,Remission
98,481,,2,41,Stable
104,360,35,3,5,Remission
203,462,,10,19,Stable
,480,,12,10,Progressing
249,112,26,49,7,Remission
357,68,31,17,19,Progressing
405,396,,18,31,Remission
422,,31,43,32,Progressing
167,150,25,,5,Stable
312,86,10,37,27,Progressing
95,156,45,2,7,Progressing
351,141,17,,13,Remission
405,357,38,34,2,Remission
449,234,4,0,1,Remission
457,,15,34,21,Remission
238,,10,35,32,Stable
359,85,,37,,Progressing
367,421,47,38,20,Progressing
,369,10,24,5,Stable
,67,41,39,39,Progressing
,394,22,12,6,Remission
315,468,33,3,5,Remission
167,245,47,5,49,Remission
193,127,16,10,43,Progressing
491,216,9,,7,Stable
249,139,17,7,,Stable
206,313,43,33,26,Progressing
397,257,,39,27,Stable
183,261,25,8,4,Stable
449,320,2,35,18,Remission
197,312,,48,8,Progressing
385,322,2,38,24,Stable
120,391,37,41,43,Progressing
282,263,1,36,46,Remission
383,423,34,41,44,Remission
348,113,16,43,12,Stable
,61,8,20,36,Progressing
139,259,35,19,1,Progressing
383,361,21,37,39,Remission
248,223,30,0,13,Remission
210,480,33,34,30,Remission
75,305,23,27,5,Stable
170,150,8,6,24,Progressing
350,65,45,42,38,Stable
261,246,,43,,Progressing
,307,1,8,30,Remission
485,433,20,0,37,Stable
117,293,,35,15,Stable
302,,26,33,26,Stable
459,298,36,33,29,Remission
51,154,6,16,3,Stable
447,231,21,31,38,Stable
157,204,3,1,15,Remission
335,336,13,35,,Progressing
98,218,33,24,6,Stable
189,,22,42,20,Remission
267,96,,25,1,Stable
93,92,41,44,7,Stable
466,370,24,25,41,Progressing
318,355,0,20,26,Remission
127,,47,17,1,Progressing
265,50,14,28,5,Progressing
431,249,31,23,3,Remission
147,490,13,46,20,Progressing
285,193,40,27,0,Stable
331,427,20,11,37,Remission
198,,46,10,11,Remission
461,391,6,26,26,Stable
353,387,35,22,13,Stable
473,327,20,,14,Stable
115,90,49,15,23,Progressing
283,381,39,27,17,Progressing
136,196,11,27,16,Progressing
128,394,14,44,8,Progressing
254,227,14,37,46,Progressing
328,364,16,5,17,Progressing
386,374,33,,,Remission
303,,43,28,4,Remission
,216,34,33,47,Remission
429,172,38,2,8,Remission
179,123,37,5,34,Remission
,,13,47,43,Remission
325,298,4,37,45,Progressing
,312,,12,0,Remission
95,301,3,35,40,Stable
436,406,14,14,8,Remission
232,160,38,5,31,Stable
317,229,34,32,19,Stable
345,237,44,,,Remission
371,357,9,11,39,Progressing
149,256,1,42,10,Progressing
127,283,43,12,45,Stable
,,23,32,47,Progressing
388,,27,27,42,Stable
211,430,21,35,41,Progressing
93,267,43,4,25,Progressing
287,395,31,24,39,Progressing
183,427,30,16,10,Progressing
241,59,18,36,24,Remission
405,66,20,18,39,Remission
327,,2,34,24,Remission
67,255,5,42,19,Stable
61,307,31,33,41,Remission
,161,1,45,48,Remission
172,254,23,,10,Remission
295,76,44,18,43,Progressing
271,,26,,9,Progressing
422,,,,48,Progressing
,251,12,,2,Progressing
120,297,13,18,38,Progressing
97,167,,32,26,Remission
68,58,13,25,34,Remission
311,,15,,48,Progressing
133,72,9,48,39,Progressing
204,289,19,41,30,Remission
,122,15,26,20,Remission
156,76,33,37,21,Progressing
406,,15,25,18,Stable
353,130,13,34,13,Progressing
184,133,27,19,36,Remission
492,248,17,23,44,Stable
,92,25,46,49,Progressing
60,312,37,20,22,Remission
192,,6,25,25,Remission
241,388,44,19,,Remission
436,496,33,5,43,Progressing
427,133,46,2,39,Progressing
118,349,48,9,11,Stable
72,472,44,11,0,Remission
230,,6,32,49,Remission
342,184,32,21,33,Stable
58,330,34,15,43,Progressing
,108,49,,18,Remission
436,446,38,9,22,Stable
142,408,20,11,6,Remission
66,391,48,18,,Progressing
203,290,27,39,0,Progressing
454,417,31,22,17,Stable
377,391,43,39,7,Stable
198,147,15,,24,Remission
426,111,9,9,41,Progressing
316,313,22,49,28,Progressing
471,162,47,9,22,Stable
,,49,,28,Stable
155,195,14,29,0,Remission
430,265,42,3,14,Progressing
84,305,49,,14,Remission
168,365,5,,27,Remission
63,365,,18,35,Stable
63,411,38,4,41,Progressing
315,307,11,29,39,Stable
189,,35,25,31,Remission
343,396,30,39,,Remission
413,63,9,33,12,Progressing
168,353,33,,20,Progressing
287,152,40,23,48,Progressing
83,294,9,,38,Progressing
,294,10,40,37,Stable
59,361,,41,8,Stable
171,317,,12,19,Stable
450,273,32,28,19,Stable
194,,6,0,7,Remission
,,3,45,,Stable
272,461,38,33,19,Stable
420,415,47,3,34,Progressing
306,266,9,27,44,Remission
317,53,14,18,20,Stable
408,85,15,0,40,Remission
53,227,37,35,40,Remission
475,436,3,42,21,Remission
446,306,3,,42,Remission
403,66,35,,5,Progressing
155,248,26,41,43,Progressing
134,367,21,4,26,Remission
263,97,21,32,3,Remission
,111,16,13,,Remission
181,118,44,15,,Progressing
387,196,33,31,26,Progressing
246,,,49,16,Remission
68,415,5,26,38,Remission
179,211,,34,37,Remission
61,276,7,2,28,Remission
130,482,49,,,Progressing
379,480,,6,6,Stable
403,396,4,12,7,Stable
311,279,,40,,Progressing
441,419,46,2,32,Progressing
174,227,9,16,31,Stable
356,394,39,46,34,Stable
316,459,6,9,17,Stable
496,105,11,,42,Remission
490,127,29,,15,Stable
432,319,24,27,17,Stable
189,255,,9,37,Remission
378,,42,6,24,Remission
51,,12,38,,Progressing
57,,46,2,3,Remission
299,,48,,,Stable
188,,21,8,13,Remission
173,131,,39,0,Progressing
358,,26,34,21,Stable
,299,7,25,45,Progressing
59,242,5,4,20,Progressing
261,155,10,12,12,Progressing
161,238,28,44,,Remission
57,325,40,29,35,Remission
341,,4,39,28,Progressing
411,59,6,49,37,Progressing
,172,21,38,8,Progressing
63,265,46,9,32,Progressing
289,,3,41,21,Remission
,494,31,22,16,Remission
291,460,18,10,,Progressing
391,89,44,11,35,Remission
198,242,32,12,5,Stable
285,176,0,39,47,Remission
355,338,45,,38,Progressing
216,120,40,45,28,Remission
69,186,,48,26,Stable
265,193,49,15,,Stable
392,,40,,8,Remission
184,403,7,9,23,Stable
442,429,,28,,Stable
178,456,29,8,32,Remission
459,348,45,32,29,Remission
471,419,27,23,39,Remission
343,394,40,,3,Progressing
295,490,31,10,31,Progressing
238,484,24,38,48,Stable
,318,33,49,0,Stable
135,433,32,12,33,Remission
93,457,,22,20,Stable
379,188,24,,30,Remission
424,101,41,49,13,Progressing
495,66,39,15,25,Remission
427,214,38,47,,Stable
,62,43,20,33,Remission
194,239,48,9,32,Remission
100,389,43,,,Remission
291,402,47,39,31,Stable
343,411,9,18,7,Remission
457,401,30,34,21,Remission
100,,43,27,40,Stable
315,361,10,40,,Progressing
169,270,,1,20,Progressing
249,153,45,29,33,Stable
454,388,44,39,48,Progressing
297,247,33,49,29,Remission
119,,19,39,5,Stable
390,493,6,4,34,Remission
106,408,,37,26,Remission
431,417,34,41,19,Stable
88,218,28,14,48,Remission
338,198,11,35,37,Stable
492,298,4,2,39,Remission
67,305,11,23,13,Progressing
489,91,28,40,9,Remission
,251,34,47,41,Remission
362,293,19,47,14,Stable
293,206,,46,39,Progressing
401,498,0,40,,Remission
353,450,15,48,47,Remission
347,335,29,11,,Progressing
,331,8,7,14,Progressing
123,486,41,,44,Progressing
159,430,9,17,30,Progressing
229,287,,43,10,Progressing
475,68,47,45,45,Remission
81,,,19,38,Progressing
283,134,28,,18,Progressing
331,322,3,4,14,Remission
74,479,45,0,37,Stable
,409,48,44,19,Remission
328,262,27,45,21,Stable
275,,36,1,6,Progressing
106,410,12,15,13,Stable
229,153,2,4,,Remission
281,241,36,21,8,Stable
431,478,47,,38,Stable
392,226,18,,24,Stable
336,,27,18,46,Progressing
113,429,18,21,34,Remission
281,130,16,41,36,Stable
338,242,17,,48,Progressing
262,86,17,47,26,Remission
307,426,22,16,,Remission
67,375,39,,23,Remission
,203,49,38,32,Remission
466,,8,,32,Progressing
278,108,28,2,15,Remission
275,273,41,4,22,Stable
133,298,28,35,45,Remission
340,289,1,14,10,Remission
484,423,16,,45,Progressing
419,,44,43,39,Stable
295,342,30,45,18,Stable
451,336,27,28,33,Progressing
159,253,42,3,22,Progressing
303,148,47,31,9,Stable
137,399,,48,36,Stable
121,225,29,42,46,Remission
430,311,34,37,0,Progressing
79,320,47,3,1,Stable
221,192,19,,,Stable
358,238,15,19,16,Progressing
443,321,33,46,46,Progressing
392,69,13,17,23,Stable
485,382,,48,49,Progressing
,349,19,41,20,Stable
188,475,41,36,39,Stable
243,95,23,,28,Remission
235,144,42,24,13,Remission
267,467,17,29,7,Progressing
213,113,42,14,29,Progressing
210,462,8,35,21,Stable
480,180,18,7,22,Remission
,58,19,27,39,Progressing
345,252,41,,12,Stable
,458,29,48,27,Remission
373,347,25,37,29,Stable
91,223,30,15,4,Remission
452,122,34,4,9,Stable
259,133,2,45,38,Remission
278,108,39,33,8,Stable
399,,28,48,13,Stable
324,455,5,37,37,Progressing
491,206,0,10,9,Remission
,368,23,,32,Remission
300,378,37,24,10,Progressing
359,110,33,24,39,Progressing
257,113,6,0,5,Stable
370,374,10,30,,Remission
189,217,10,4,35,Stable
,252,35,39,5,Stable
83,178,19,3,46,Stable
358,294,15,4,9,Progressing
441,155,,4,48,Remission
67,370,,15,41,Progressing
106,171,29,,4,Progressing
161,367,29,,18,Remission
54,231,38,16,6,Remission
459,152,47,34,23,Progressing
463,365,46,17,41,Progressing
231,351,36,3,18,Progressing
62,310,32,30,10,Remission
388,162,19,30,2,Remission
334,455,21,8,,Stable
308,486,40,30,,Remission
,,20,4,37,Progressing
153,209,,35,5,Remission
,,26,15,46,Remission
235,60,37,41,34,Remission
,187,34,40,21,Progressing
304,216,,,,Stable
125,296,39,19,7,Stable
435,403,5,29,26,Progressing
157,80,31,25,28,Progressing
205,61,15,48,7,Stable
,292,27,30,22,Progressing
126,157,15,49,28,Remission
307,,26,14,15,Remission
176,471,2,40,34,Stable
440,372,48,37,7,Remission
331,243,20,37,7,Stable
,357,37,42,44,Progressing
253,182,37,19,32,Stable
65,444,,34,41,Stable
200,330,21,22,4,Remission
,340,18,43,36,Stable
303,212,30,46,16,Stable
237,327,19,38,21,Stable
,470,46,24,13,Progressing
81,488,18,49,37,Remission
,252,1,21,31,Remission
446,145,39,46,13,Stable
54,272,38,7,43,Stable
379,286,26,8,19,Progressing
357,,7,14,21,Remission
382,241,44,47,29,Remission
218,325,26,19,32,Stable
230,155,14,34,4,Progressing
415,53,11,36,17,Progressing
227,67,,2,45,Stable
192,356,13,33,6,Stable
411,69,,33,,Stable
297,171,16,35,46,Stable
176,186,25,34,8,Stable
312,129,36,,46,Progressing
89,203,19,29,47,Progressing
